sec_number,property_state,property_type,valuation_date,security_value,contract_of_sale_date,security_type,security_status,account_number,security_rank,region,is_primary
2dbab5c34adc30ea426c7c874b13068b,Illinois,Flat,2015-05-15,122692,,Mortgage,Valid,eef6c445bb0f44ffb3f190b56e522f1b,1,Southern Illinois,true
25348f3a6ed3f528d58e814e6996488a,Illinois,Flat,,565954,2016-11-03,Mortgage,Valid,6bd3fddafbcf056e8cdf883714296482,1,Southern Illinois,true
0f8ab70ae99fcf7ba533059b7acd4311,Illinois,Flat,2014-07-04,126527,,Mortgage,Valid,28481cacb40c2ff236c1f67891ed3693,1,Southern Illinois,true
00540e7e9caf2ce6a36a0b4c3610554d,Illinois,Flat,2013-10-07,982670,,Mortgage,Valid,720c6f136c5d8fd328b271968697d5b6,1,Southern Illinois,true
820977089518580f1f8e244c4443ec3b,Illinois,Flat,2011-09-22,987962,,Mortgage,Valid,116ff1fa7db1928b7ef48c08c07f1873,1,Southern Illinois,true
08e0db80630a4d0f231d6643b78edf70,Illinois,Flat,2017-02-07,989422,,Mortgage,Valid,ccc00e838ec2936be8b327526db5af28,1,Southern Illinois,true
b61ec835b1301b5fdaa17fbd918a6ffc,Illinois,Flat,2021-04-29,129038,,Mortgage,Valid,946c1122af3f815d481fe594f2fbe8ac,1,Southern Illinois,true
50db59dc332ba2328643e5bfdea18461,Illinois,Flat,2016-02-27,129290,2015-09-08,Mortgage,Valid,9f785af89786985c5c555a668bcfbb4f,1,Southern Illinois,true
70b2ccc970b42856fae3e56249fd100a,Illinois,Flat,2009-07-03,982919,2009-08-08,Mortgage,Valid,49d004fe19dc623acf9e41a134151192,1,Southern Illinois,true
f4703142ba7fd3d3f8d9034a54b1d8e6,Illinois,Flat,,129548,2018-01-21,Mortgage,Valid,60a335ed5695c609a13925be7540b19e,1,Southern Illinois,true
0aa9ae59099d90ee5e8501c235f2a600,Illinois,Flat,2018-04-08,564457,,Mortgage,Valid,47970421b4272484743be2ba0e9a5ec5,1,Southern Illinois,true
137925d1a651f019d7b7ce4104c2f347,Illinois,Detached house,,121752,,Mortgage,Valid,a7c21bcc8dfac37ba01de191df400ecd,1,Southern Illinois,true
56c713572d3468f3c727b170a54a0d0c,Illinois,Flat,2020-09-08,989878,2017-02-04,Mortgage,Valid,dcba0cf0d3122d8bd9f8808064217f90,1,Southern Illinois,true
b3e4d9247532f51eca5f95d5777a4c8a,Illinois,Flat,2008-08-18,564026,,Mortgage,Valid,1feea37a5673a69996ed8318a95156f8,1,Southern Illinois,true
c6dc2ec4e149adba6e986ae195757383,Illinois,Flat,2012-09-26,987801,,Pledge,Valid,6caaf4ba57ca67635fef9d215db2a4a4,1,Southern Illinois,true
aa9d4a04cf40a2f203ee4ec538264083,Illinois,Flat,,568188,2015-04-30,Mortgage,Valid,b0181ed342c3e5d542f6fb5229d52166,1,Southern Illinois,true
03a6fd1efacdb1a2f1eb42dca75e7597,Illinois,Flat,2014-03-25,560063,2013-09-13,Mortgage,Valid,d1129d0a9ee15bf39d37495ac9bc489f,1,Southern Illinois,true
2bb088b8ec247576ef82f5a850c8b529,Illinois,Flat,2016-03-26,224882,2016-05-27,Mortgage,Valid,62697d908a709d85dcfe1bea598c7059,1,Southern Illinois,true
2e2f6535c0979b9f3f09b2f549637857,Illinois,Flat,2014-07-02,981296,2014-12-06,Mortgage,Valid,a533208445f422014317e4e6ed2078fb,1,Southern Illinois,true
72cb0b56ce4e708eb1cff490d813e199,Illinois,Flat,2015-07-30,984885,,Mortgage,Valid,92ebbb0b6b6c6e27776f4f2032438958,1,Southern Illinois,true
a0dcdccf4ce5fb57333f25e369b26cf3,Illinois,Flat,2018-06-08,568746,,Mortgage,Valid,ed47395c704f9d18e9bb2beac7cb12c2,1,Southern Illinois,true
5eae864b45c7d59cc8a67be0566e7454,Illinois,Flat,2016-10-23,122730,,Mortgage,Valid,1dcdeff22ecd2a0b59bb5becb7fc02d8,1,Southern Illinois,true
d6fe6e12906f664619acdf8d59678585,Illinois,Flat,,982025,2012-09-25,Mortgage,Valid,3c9424ff520ed1993407077ddeb3628d,1,Southern Illinois,true
f3eaa6adfb97bbbb133759e446b32920,Illinois,Flat,2018-08-01,568827,,Mortgage,Valid,8513091fce5c772e3947a333b1a33dd5,1,Southern Illinois,true
63e70fb2ea19741fe699a0f1deb023d8,Illinois,Flat,2015-12-25,567205,,Mortgage,Valid,f13e49802f855f9e8566be4d8949daac,1,Southern Illinois,true
7681146885c0b06ab14f244aa18b8ea4,Illinois,Flat,2012-02-05,565284,,Mortgage,Valid,bacc2211805d4c7effc7b00df9cc5b26,1,Southern Illinois,true
cc7371c3216b7bd4086ed6d097a7f835,Illinois,Flat,2014-06-30,561515,,Mortgage,Valid,f6c6f57bb125c02e9c362d54255fedc2,1,Southern Illinois,true
91fe0a9c2cc23fc534002e5f8c1439c1,Illinois,Flat,2016-06-22,988574,,Mortgage,Valid,5dad92cea38f5783b7ae5ad12e8dffe2,1,Southern Illinois,true
cef6464d031a1825893bc1cebda62dd9,Illinois,Flat,2017-06-09,227027,,Mortgage,Valid,e5340f7c8e3723bd57b684aebbc782a0,1,Southern Illinois,true
912eef9133725fa2bef628adaa00ad9a,Illinois,Flat,2015-04-23,983811,,Mortgage,Valid,ea1c5688a9936a5cae6bbcf9381e5222,1,Southern Illinois,true
dd2cac06ff3dd325085e4f5066c820d4,Illinois,Flat,2012-06-04,986515,2012-11-23,Mortgage,Valid,ef3c614c4cb3f0919f8d0fd90d4e0f2a,1,Southern Illinois,true
5b3305b0ef23aef85fd26fbada0f4ef4,Illinois,Flat,2014-01-31,220647,,Mortgage,Valid,a10671e2aae566a6d6b87e3866d27650,1,Southern Illinois,true
9600247982264cfac3e141bdee1647d4,Illinois,Flat,2009-07-18,989286,,Mortgage,Valid,b655823f79f3873059673147f751f5d2,1,Southern Illinois,true
2eea969fd277177e2af8c71b7cd1a13b,Illinois,Flat,2021-01-06,128265,,Mortgage,Valid,b5170ecd1632ea3cd65acf922df38be6,1,Southern Illinois,true
6ac0ebf128ec9359ea36b32887aa4bdc,Illinois,Flat,2016-01-18,127214,2015-11-11,Mortgage,Valid,f495d36f871a997d91dd3e5c72ac6ead,1,Southern Illinois,true
0f329f91abe15e9433a63d46ddebb21f,Illinois,Flat,,569063,2020-12-16,Mortgage,Valid,8b068ab8742a050525aa404c0d9e97cd,1,Southern Illinois,true
e28ece9fac0028b6bf24f26ff5f94df2,Illinois,Detached,,564740,2002-06-14,Mortgage,Valid,9fd9f4d9542fc22de279bde3a2e04b2c,1,Southern Illinois,true
dafbec859056d23bed272f8e52b83c2f,Illinois,Flat,2015-05-24,222504,2015-02-21,Mortgage,Valid,6b181cd3d3ed203e53e4effcb0a117c2,1,Southern Illinois,true
05c009a24be2c8dca988c3935a97701f,Illinois,Flat,2011-10-22,565865,,Mortgage,Valid,6e5be038ddd84d4f07e67fca02c44fb5,1,Southern Illinois,true
0f5b4bf3053901d83062352ef135a563,Illinois,Commercial property,2011-03-10,562592,,Mortgage,Valid,4c9fd849f778f911124917eeb9e665ce,1,Southern Illinois,true
de696588889cc29b8835349c36fc2a4a,Illinois,Flat,2014-07-21,985574,2014-05-16,Mortgage,Valid,efa7d6cc636623398ca101c7c797f720,1,Southern Illinois,true
e52e112b90ccd6dec3ce43ca3e1cb58d,Illinois,Flat,,124804,,Mortgage,Valid,9f49bdf59430ad7387d3eff3566f4844,1,Southern Illinois,true
2cfb461d859aa16c9f3a3bd3c35b93e5,Illinois,Terraced house,2017-06-03,127952,,Mortgage,Valid,62fc71a6fa533864c388a38f664861f7,1,Southern Illinois,true
940ed16f5f0b935030e88b3b472a5228,Illinois,Flat,2019-09-23,228783,,Mortgage,Valid,1949682efc1878de227a7397a33b397d,1,Southern Illinois,true
2b3772932d821429f4cc25ecd079a841,Illinois,Flat,2015-10-07,981572,,Mortgage,Valid,e038f11ef0dae263edf3b487b0691959,1,Southern Illinois,true
9f397da7112c878fc09ff5db7c251481,Illinois,Flat,2015-06-29,983606,,Mortgage,Valid,b33c1e4e8c6285ced6523280b38e07d9,1,Southern Illinois,true
073ee0c5fe0d17c926998618b3cea501,Illinois,Flat,2013-07-04,120759,2009-11-22,Mortgage,Valid,56dc045a1dac7ecdc41788b52fdaa574,1,Southern Illinois,true
ad5cf6e76aa4e5281aea88391d095888,Illinois,Flat,2015-08-20,563788,2016-07-04,Mortgage,Valid,181020e4745301fb6e7ac91409e110d7,1,Southern Illinois,true
928ae540fc7c005ff5ba46738351b752,Illinois,Semi detached house,2014-02-27,127852,2014-01-10,Mortgage,Valid,54785ab74fdafaafd85d5db8fc1bc228,1,Southern Illinois,true
e43010ab582c853ad73fdeb405e165c6,Illinois,Detached,1999-02-14,562005,,Pledge,Valid,76f3bd7fd750eb27b8ffa62ea7da0ace,1,Southern Illinois,true
f331ea8f1fe2ca32cb1fded408522157,Illinois,Flat,2014-11-29,561770,,Mortgage,Valid,6a33ca84cd546b050b58c3e95549b6d2,1,Southern Illinois,true
4fd5d99cd81ca53ca259648d6d64ec5f,Illinois,Flat,2016-04-30,227938,2014-10-07,Mortgage,Valid,ffaee69cf29b2103d890a2fb45858491,1,Southern Illinois,true
d28c54c3ee3adde3cd75d57edd0d8a62,Illinois,Flat,2013-05-29,225115,,Mortgage,Valid,10aea1a1d367921873b5c51c367037ec,1,Southern Illinois,true
42e877141addd24768151f772287ba2e,Illinois,Flat,2015-03-26,221228,,Mortgage,Valid,3059bb06f70804b7d126053782931d01,1,Southern Illinois,true
f8be7b0a9db2f93323e2c27a5c57416a,Illinois,Terraced house,2017-01-26,989815,2009-10-30,Mortgage,Valid,1601f4bac5ff1b3fed6e6e6432429feb,1,Southern Illinois,true
4ffa149a5adc3639b91d30b4367df43b,Illinois,Flat,2014-05-12,562070,2014-06-14,Mortgage,Valid,6a1e66ad99573fc7963a6ee379517332,1,Southern Illinois,true
7bad9706bf29f1a541acce335cca2e95,Illinois,Flat,,122328,2015-10-23,Mortgage,Valid,074636c1953e0309f128d57dcc8e253e,1,Southern Illinois,true
f6b7e71373c7d6a5bbc525073fda420b,Illinois,Flat,2015-08-01,981243,,Mortgage,Valid,0e43d5eb1f2a6c7a505718310e3a119b,1,Southern Illinois,true
4c8e6c3401b674f664274765e0484e0b,Illinois,Flat,,563928,,Mortgage,Valid,a5128df143de447318a38ea33939c29e,1,Southern Illinois,true
211f351a72ffc13177c025bb60287a1e,Illinois,Flat,,121534,2015-02-06,Mortgage,Valid,3aff50d9fabd3648c3036b729486a3dd,1,Southern Illinois,true
56d45fc0a750a9fbdfdcad9c51bbdfd9,Illinois,Flat,2014-08-17,127664,2014-02-25,Mortgage,Defaulted,c44111b405d885669dd20edcfb409eeb,1,Southern Illinois,true
692c57ecdfdcdac655ceb6712d0eb8d8,Illinois,Flat,2011-11-29,128344,2008-11-11,Mortgage,Valid,8881c889147b5a593fc670ea23f3ee73,1,Southern Illinois,true
2b06019583b5f94160b9a0d90e32a123,Illinois,Flat,2014-09-27,228726,,Mortgage,Valid,77f8086c6e3403e680aff573b0ec2078,1,Southern Illinois,true
958411c119be612d47473ca70b7b727d,Illinois,Flat,2015-10-21,122049,,Mortgage,Valid,7f9d8de0a95c7c44797f31ea8f6f804f,1,Southern Illinois,true
010ece732778d5dea5076bda6939a89b,Illinois,Flat,2015-11-19,981052,,Mortgage,Valid,63f0d30c0609e7470f7f453e487377c0,1,Southern Illinois,true
858de4a0e133544b6b9e8bf87a193a75,Illinois,Flat,2015-02-25,129525,,Mortgage,Valid,6eb8941e176626aeec7c7606091d3e4f,1,Southern Illinois,true
c8ab04140ff85188a681a97a06f85966,Illinois,Flat,2017-04-04,120849,,Mortgage,Valid,ae793df451e579ed97b0fcba86250dec,1,Southern Illinois,true
e58af4cc1072cefc2a2bc5ad48c6bfa7,Illinois,Link semi detached house,2016-11-21,987461,,Mortgage,Valid,4d0c20ef1796c47bb9fccd3354f0dbb9,1,Southern Illinois,true
45d5fb7a09a2193bbc3b5e26fb6b9708,Illinois,Flat,,983477,2011-01-12,Mortgage,Valid,4b139ada81c77f4bdbf4eaf0cef4b90b,1,Southern Illinois,true
14cf251f5ca6d6729a899e578371c068,Illinois,Flat,2021-05-11,562774,,Mortgage,Valid,3a2f5436d6999ad738c62e011adfc05b,1,Southern Illinois,true
1e6da9f3425ed6c59f52e0b68d9e99fa,Illinois,Flat,2015-10-06,567697,,Mortgage,Valid,21f44e8f595a00dd974ba2699d189309,1,Southern Illinois,true
2352ec5f733cff32ec9e8a5ea9dbe501,Illinois,Flat,,120650,,Mortgage,Valid,5abcebf38b2cefded2680bf32ac68448,1,Southern Illinois,true
f6b2b95985ee43c11d71218acfea02be,Illinois,Flat,2016-12-11,228244,,Mortgage,Valid,3290c97ed8f2bf6a65a854d2ad98f01e,1,Southern Illinois,true
764859799fd4b6c67778da2770e2f3f9,Illinois,Flat,2008-03-03,127118,,Mortgage,Valid,d2ef798ff7931846c4f0bdc91d9a6845,1,Southern Illinois,true
bb372eee663fb9b72f0aa86bb8189f3f,Illinois,Flat,2016-07-22,564398,2015-09-30,Mortgage,Valid,4618117a2455c83a94cffb5f688707bf,1,Southern Illinois,true
17aa570a7bc5bb2a8a3128f859a24b7d,Illinois,Flat,2014-04-12,125166,,Pledge,Valid,3b6fc2218749a4995af1938e45b21176,1,Southern Illinois,true
17c327b90521a2eff714cd1ecc642369,Illinois,Flat,2016-09-15,228474,2016-04-11,Mortgage,Valid,312c189ff7abb7a9d0d340e01edd3032,1,Southern Illinois,true
0811fda32e0f42a6f24f198115f1cfc7,Illinois,Flat,,227954,,Mortgage,Valid,eafed96d4517e17d366d774f930c0119,1,Southern Illinois,true
95d0f4824306a132137f430da5c858f4,Illinois,Flat,2013-04-19,569431,2012-06-10,Mortgage,Valid,17e88e80a4a89bacd444af28a66c4be6,1,Southern Illinois,true
3dc41558331a542316277a915d6e910f,New York,Flat,2016-10-11,569024,2016-12-17,Mortgage,Valid,d773943232035d24700d1a4208e80b26,1,Southern New York,true
c888b34766c33082362e32e69a4f3200,New York,Flat,2015-06-14,225480,2014-10-22,Mortgage,Valid,02558e9535d0cdeae461f11fac395bf5,1,Southern New York,true
8a690d50507eae3285e9cfcb5db5a51a,New York,Flat,2020-02-08,221306,,Mortgage,Valid,30a1570b3721880b07b1f438365ed84b,1,Southern New York,true
677b3b27340ec4a31e5f6ca8f21b9c77,New York,Flat,2009-10-26,221060,,Mortgage,Valid,e38df6c024f4f5c3b51fd1eb6fe169f7,1,Southern New York,true
ec0dd655afdc105f83e880010ada1b78,New York,Flat,2018-02-23,222920,,Mortgage,Valid,289bdffcf4268c91cad62032fdc15491,1,Southern New York,true
6c6af2f7faa51a52c5e8e2a48b50598e,New York,Flat,2014-04-02,568943,,Mortgage,Valid,3df6d72711fac5a500f87229a7a61ceb,1,Southern New York,true
a813684ff85d8b1832559d78b47f84dd,New York,Flat,2019-10-28,128323,,Mortgage,Valid,e3a1e52de435f58d6e795f66f4b9a424,1,Southern New York,true
9a44a78c59bb548fce68b71442dddc57,New York,Flat,2003-09-24,124421,,Pledge,Valid,3380f9a3042f10753b8da005ae5a1cbe,1,Southern New York,true
0e1195125972425ba3c53a4583e3bdab,New York,Flat,,986125,,Mortgage,Valid,76e403764270d2884bce15aaea02531a,1,Southern New York,true
f959e269b23bd963627bb2d4a0f5a15b,New York,Flat,2014-11-05,560723,,Mortgage,Valid,34af9e743d205f77dbc4c8ce9333f06b,1,Southern New York,true
9620a1996b5901dbe06684d995c689b2,New York,Flat,2015-01-11,128547,,Mortgage,Valid,f14b96d0c4fe480c993945a6e4460f55,1,Southern New York,true
446470ee1247bd3443aed4f11d3f7bd4,New York,Flat,2019-10-31,226251,,Mortgage,Valid,621eaa7e6cc6748de73ff3a1998852cc,1,Southern New York,true
de17b8142ada4e2601f8ce24750b613e,New York,Flat,2018-04-24,985529,,Mortgage,Valid,1778207cf98bded2ab6b535e5bd9e17a,1,Southern New York,true
d5dfac53eb01fa20615cc6cf1301e9da,New York,Detached,,982371,2000-11-29,Mortgage,Valid,052e26fa9242af8432a2b8cc4124bc99,1,Southern New York,true
5f9914ea1aeb768180f601288294c6a1,New York,Commercial property,2017-12-01,561238,,Mortgage,Valid,60a39c617e08d8db33599bc3a29d8572,1,Southern New York,true
6cc0f1d77eb8aa56898513f0043b5cf9,New York,Flat,2016-10-14,224089,,Mortgage,Valid,f162b868db462cfd8ca893b49ad4d0de,1,Southern New York,true
45758370ea633d44d8e01ed71a8e6b35,New York,Flat,2017-07-04,224078,2016-10-06,Mortgage,Valid,7cca3dfa52a5affb33e9d6c212160d1e,1,Southern New York,true
55949a81d99d7aece5b419a1ebd86c8d,New York,Commercial property,2008-02-01,129032,2004-04-15,Mortgage,Valid,8fbd12c0599b9e38909797b728763d90,1,Southern New York,true
a7014ad546878c0dc6212dba0d0c34d4,New York,Flat,2017-09-29,982013,2018-05-09,Mortgage,Valid,85643d161a73f37b84c34b3087024b28,1,Southern New York,true
8f705ec5c6d5c78c64667c7f9c2f2303,New York,Flat,2018-02-16,121205,2018-04-13,Mortgage,Valid,fa4ea5751dddc58f8c3f8e04a77a702c,1,Southern New York,true
4ec9766c330586a34200bdd7e8317c06,New York,Flat,2014-11-15,124572,,Mortgage,Valid,54f009f2fa6858913a893f65024d1d86,1,Southern New York,true
27ed629009729744c734b42663b7c18d,New York,Flat,2018-04-30,569964,,Mortgage,Valid,92172433395181678a14d3bbbebf644d,1,Southern New York,true
05eff80ffb099775bd42aa775526f7e7,New York,Flat,2005-08-25,562925,,Mortgage,Valid,ce949ef378045ded8d8ba786696b80c8,1,Southern New York,true
1fb7d1943d9005bb8601fd0de1920da3,New York,Flat,2004-06-25,562865,2004-08-27,Mortgage,Valid,780be53fb6a32cefc4dd8c353a3587ce,1,Southern New York,true
2386088d1d2fdd9236b59554f04c23de,New York,Flat,2012-11-13,127499,,Mortgage,Valid,d17253de1bec907430e8dbe62d3d70d2,1,Southern New York,true
1fecfc2d81cb3bb7018a4be9a6559a81,New York,Flat,2017-04-29,220786,2005-06-08,Mortgage,Valid,860ed58ca297a535df64cbc3f3677531,1,Southern New York,true
cd63d9d932ab73c74653966aa0416aaf,New York,Flat,,562703,,Mortgage,Valid,205ef6865177cc6552c3987f678132e1,1,Southern New York,true
a02258539bd7cb740188bd6b15cc4fe6,New York,Flat,,982891,,Mortgage,Valid,c521ca50796f08e993079fb14a73239d,1,Southern New York,true
1f8de1233cfee7cff5f1f105c44ec810,New York,Flat,2019-06-24,225982,,Mortgage,Valid,8a8f34f76692b6cc688839afeec56fed,1,Southern New York,true
8b7991e9670278e2ee98b730524d5440,New York,Flat,2018-07-05,989304,2017-10-24,Mortgage,Valid,3878057361020ccfc89a5f9efea5587c,1,Southern New York,true
576dd6861a7c14c26d3d1a2c3eb849a6,New York,Flat,2017-10-16,228609,,Mortgage,Valid,cdad9304b0d59f2e15d73f2d15417936,1,Southern New York,true
f4a044b090eaf45ae2f47722398a7760,New York,Flat,2013-12-06,125096,,Mortgage,Valid,e79f521af55e5b5c815479bda93c5070,1,Southern New York,true
e5728523471a1772ef536d72950e2027,New York,Flat,,123256,2012-01-09,Mortgage,Valid,7a9899b2e6a6a9818084c935f7b0e52e,1,Southern New York,true
ecc77af427427bb30c12a9a9954a1351,New York,Detached,1995-01-27,984697,,Mortgage,Defaulted,dfe3ed2d9155d303b218819597f5a0e4,1,Southern New York,true
92c11d4a072744c1ab6c59f1d3a19eb6,New York,Commercial property,2021-10-08,569968,,Mortgage,Valid,98dec181e3816aae8ea5505855229ca9,1,Southern New York,true
ed2082631ec16e65ead40908fbcfb686,New York,Commercial property,2015-07-17,565628,,Mortgage,Valid,114f510e3c5f759789394a4d615dac41,1,Southern New York,true
77902ebcd63584efb0ea818642fb0b8e,New York,Flat,,561052,2008-12-19,Mortgage,Defaulted,774f4d1a01e0f8843bc29e030821a0bb,1,Southern New York,true
f889e033c7a2bd24611aa71b571293b2,New York,Flat,2015-12-26,988215,,Pledge,Valid,7ee14c1f91b1a28c751e3a51419d585f,1,Southern New York,true
b0693d139857659b50236c9fc6b7e64d,New York,Flat,2015-03-31,986407,2014-12-06,Mortgage,Valid,0636b8336b6ba39fc0925bd57662c097,1,Southern New York,true
e80612d0e36baeea83778648ace7814e,New York,Commercial property,2018-04-22,561442,,Mortgage,Valid,5610393f7e2ae6f5124e9fd312ffcd99,1,Southern New York,true
c7776a0b15da09dd83d9f60ab87b6043,New York,Semi detached house,2016-10-05,220055,2015-05-12,Mortgage,Valid,2e2df8681fd8397acc475f99d0091f37,1,Southern New York,true
7182418785b21bc56926972511f8ef79,New York,Flat,,988343,2017-02-22,Mortgage,Valid,e8b4357986256b5f2bcfaf65a6ede597,1,Southern New York,true
71abb2a0186660ccbad40e77f860dc92,New York,Flat,2017-04-01,561173,,Mortgage,Valid,fbc8a19b73abae322fc3fbcb82ba789c,1,Southern New York,true
2c061d651d6d7c8408a84715105c03b4,New York,Flat,2018-02-23,980380,2018-04-15,Mortgage,Valid,29671104270445390c50c484bf8ef96b,1,Southern New York,true
aa1f86873622ecffbf48eae3c0743ef1,New York,Flat,2007-10-13,223199,,Mortgage,Valid,7e3df80c7c2df4566b6c55d9fbcbc61c,1,Southern New York,true
18e1ab480ddbdae93811de4e96a43d3b,New York,Flat,2017-12-17,983772,,Mortgage,Valid,d21c1bf3924b2f12ff929b1423e04aa9,1,Southern New York,true
c3d8618e761f8c81136df058510a34d3,New York,Flat,2019-07-07,981324,,Mortgage,Valid,05d5e58fe09111439171fc61ad644a7c,1,Southern New York,true
a1e8476ee76d071bad599798b18d7e7e,New York,Flat,2011-08-08,121415,,Mortgage,Valid,5db48a1eff2fff1fe6e5ada479b0f3d7,1,Southern New York,true
cd6a9e5b215bff3b3dbac83e316998ad,New York,Flat,2018-05-30,123521,,Mortgage,Valid,6c366b0f6581b6e10737e4deac99200e,1,Southern New York,true
6465e80f5638bb4eefdd1a48038999c1,New York,Flat,,126501,,Mortgage,Valid,cbafca5a1a1ce33d7b132c4e7970b110,1,Southern New York,true
4c23f0c66df09dce1732e9e89907f654,New York,Flat,2013-02-02,121808,2012-09-27,Mortgage,Valid,c5d48ec4f1ce8887bccaa3eeeb9f1d1e,1,Southern New York,true
710a1261814b7c322f5bd9896ec3629d,New York,Flat,2019-05-23,127359,2018-07-01,Mortgage,Valid,9df467b5a4dcd70b9314762523e78888,1,Southern New York,true
d2182d43c186064296d82653b22f2a72,New York,Flat,,982707,,Mortgage,Valid,9dee6cfad7b2e9c2c8a09aac549a58f7,1,Southern New York,true
3af1b25b40ecd9068aa375e58e60ac38,New York,Flat,2017-05-06,220199,,Mortgage,Valid,3d2712566f9f6417d8491ac6fb035881,1,Southern New York,true
be0d8e82a66a9eacd62ffe5843fad975,New York,Flat,,224743,2014-07-31,Mortgage,Valid,374a52eada9423e8c14b1cc473b1553d,1,Southern New York,true
dd20d3b9a2faa94090fbe1d058d8574d,New York,Flat,2005-07-27,568253,,Mortgage,Valid,e7fb147df051430d9d2c1904df440928,1,Southern New York,true
23ed1493af5379d1ce9638bf7b2511c9,New York,Flat,,229773,,Mortgage,Valid,f4169c213d90290d4a92678fa0a243e5,1,Southern New York,true
819723101ec2c103ee3f35dbbd63f0e1,New York,Flat,2016-02-02,987849,,Mortgage,Valid,3180a09a72265bbdce6ea57408edf33f,1,Southern New York,true
1e7e0b2e031b6f40ec85edf337b54811,New York,Flat,2015-09-28,125292,,Mortgage,Valid,516265f75e58e766d74cd3710fdef6c4,1,Southern New York,true
65f58eb550adf33579caffedbfd5e635,New York,Flat,,220774,2017-05-17,Mortgage,Valid,7cdca558f19fedfac98e7282302e52c0,1,Southern New York,true
87e6fe3299401c1a463d469f4f27b150,New York,Flat,2012-06-18,566788,,Mortgage,Valid,9d8954834c47512a3bffe6d238eb900c,1,Southern New York,true
4c1184b45fecf51931e2a23b17918b4f,New York,Flat,2017-12-15,566044,,Mortgage,Valid,ca243ff6acbf68ce43541cc9dafc816c,1,Southern New York,true
74cd04e3f92997a610348d76c9676398,New York,Flat,2001-06-01,224202,,Mortgage,Valid,679c9e40c407f8856d9456fed6118573,1,Southern New York,true
91bf58a0924f607a81ca38b31ae1a6e5,New York,Flat,2021-01-26,226279,,Mortgage,Valid,869f1528d2d374dce80603edfde413c0,1,Southern New York,true
5c9e964755623389c4fa268fd54597c3,New York,Flat,2016-01-16,221621,2016-06-01,Mortgage,Valid,ab129476f5a6a4b4aa873f6b0232d13b,1,Southern New York,true
eee69dac4443d9bf8a31112cae1995d0,New York,Flat,,126362,2015-12-25,Mortgage,Valid,8cd1e441a8cc16f228947d93635cc439,1,Southern New York,true
99148208ebffefca6fb2f718af559a56,New York,Flat,,564455,2017-11-29,Mortgage,Valid,547f3e756084c02989f812e28effef9e,1,Southern New York,true
3611d51488ed50122f10faf8e8891abc,New York,Flat,2016-09-20,120499,,Mortgage,Valid,2619c19c4bdf14a0964c6470e7ea6f84,1,Southern New York,true
c3d45288e09bcde03308a1860122b78d,New York,Flat,2016-07-26,565860,,Mortgage,Valid,f59764f4c01741b934ade4e3c8c9962d,1,Southern New York,true
3514d7c8df9d2fe72ab2d613072985e6,New York,Semi detached house,2015-01-11,126188,,Mortgage,Valid,bdb4fa5d43e7973ef2aa9a71c4e25bd2,1,Southern New York,true
9649cdf1f5fc12886de0bc80a98b0262,New York,Flat,2013-10-26,986493,,Mortgage,Valid,c60ebd95d0501f4d3ea442d46741fb01,1,Southern New York,true
3bdf3bac5e11e4c31daad9644fb03bd3,New York,Flat,2016-03-24,225106,,Mortgage,Valid,669560ecccbd99debff21ef36c8a8493,1,Southern New York,true
21d3dcdd0c145d646c26020ff0b94e2f,New York,Flat,2022-04-07,223898,,Mortgage,Valid,68163ba500e00692d86784f90619e6ea,1,Southern New York,true
ef10ce2636c4761795883c47836e1495,New York,Flat,2014-08-21,126835,2013-12-31,Mortgage,Valid,5b67cde960a2ebd239ef5bb56a67ce2e,1,Southern New York,true
95a06b502a846e56c89d0ca4954aeafe,New York,Flat,2018-02-04,560532,,Mortgage,Valid,cea196d4deaf52631234b87e8e555e90,1,Southern New York,true
0b93dc37627faed02ca837e422f29517,New York,Flat,2016-03-21,989188,,Mortgage,Valid,05b4429bee91c29bc77ddad7cabb04fb,1,Southern New York,true
0f5b2665012ae2931164a99c75ec61bd,New York,Flat,2017-06-02,125795,,Mortgage,Valid,1fcc16511f980ad911642a5866f4cfaa,1,Southern New York,true
736ed1d27b4370c904ff53d64121374f,New York,Detached,2001-09-11,983268,,Mortgage,Valid,46389289a90fbd1810a690c825a7c5b5,1,Southern New York,true
cef3ab1a4791820b2a73b552b1ef226e,New York,Flat,2018-09-01,121748,2016-12-06,Mortgage,Valid,18e394209b7f4e2f224fe9b21f934538,1,Southern New York,true
790983b6ad42371e61af50a247eb7d92,New York,Flat,2018-02-18,980779,,Mortgage,Valid,42e31fe2eaf7a9ddbe8eac1719016c25,1,Southern New York,true
75540297c246b401f95b33015aedaba6,New York,Flat,2016-11-07,981180,,Mortgage,Valid,e02d1782a5cf6b5463870a4440666c14,1,Southern New York,true
c9f3da90af4d9681110b672eecbb565f,New York,Detached house,2016-10-29,127976,,Mortgage,Valid,1df08857c8eac1ffd0fef367d4b96995,1,Southern New York,true
d227125e7649cdbb95a6fcb1e86575e1,New York,Flat,2015-09-05,566111,2012-07-11,Mortgage,Valid,92559d717742c8033659dca354763f21,1,Southern New York,true
9935927ab58f11e3625488b8eb570dc9,New York,Commercial property,2009-04-10,566450,,Mortgage,Valid,ab29f87af4859e838f23b70243b71c6a,1,Southern New York,true
06cfb97086be6dbb86b3b8f3e1154393,New York,Flat,2019-03-15,127231,,Mortgage,Valid,97bfa8ed9531bde342b2efc8e90bdbca,1,Southern New York,true
